Job Title,Company,Location,Salary,Experience,Posted Date,Job URL,Salary_num,City
Corporate Sales Manager,Rishi Bajpai,Work from home,"₹ 6,30,000 - 7,80,000",1,2,https://internshala.com/job/detail/remote-corporate-sales-manager-job-at-rishi-bajpai1766045487,6.0,Work from home
Web Scraping Specialist,Nonex Solution Private Limited,Work from home,"₹ 6,20,000 - 10,50,000",0,3,https://internshala.com/job/detail/fresher-remote-web-scraping-specialist-job-at-nonex-solution-private-limited1766033456,6.0,Work from home
Corporate Sales Manager,KS Builders And Developers,"Delhi,Gurgaon","₹ 6,00,000 - 22,80,000",1,2,https://internshala.com/job/detail/corporate-sales-manager-job-in-multiple-locations-at-ks-builders-and-developers1766386600,6.0,Delhi
Interior Designer,Reliance Industries Limited,Mumbai,"₹ 6,00,000 - 20,00,000",8,2,https://internshala.com/job/detail/interior-designer-job-in-mumbai-at-reliance-industries-limited1766536263,6.0,Mumbai
Full Stack Flutter Engineer,Humanity Founders,Work from home,"₹ 6,00,000 - 14,00,000",0,2,https://internshala.com/job/detail/fresher-remote-full-stack-flutter-engineer-job-at-humanity-founders1767594114,6.0,Work from home
Full-Stack Mobile Engineer (Android & IOS),Humanity Founders,Work from home,"₹ 6,00,000 - 14,00,000",0,1,https://internshala.com/job/detail/fresher-remote-full-stack-mobile-engineer-android-ios-job-at-humanity-founders1767073411,6.0,Work from home
DESIGNER (STEEL STRUCTURE),SPARKSPRINT SERVICES PRIVATE LIMITED,Ghaziabad,"₹ 6,00,000 - 13,00,000",1,2,https://internshala.com/job/detail/designer-steel-structure-job-in-ghaziabad-at-sparksprint-services-private-limited1766140663,6.0,Ghaziabad
Marketing Professional (Construction Project),SPARKSPRINT SERVICES PRIVATE LIMITED,"Ghaziabad,Lalkuan","₹ 6,00,000 - 12,00,000",1,2,https://internshala.com/job/detail/marketing-professional-construction-project-job-in-multiple-locations-at-sparksprint-services-private-limited1766138271,6.0,Ghaziabad
Business Analyst,Newtuple Technologies Private Limited,Pune,"₹ 6,00,000 - 12,00,000",1,2,https://internshala.com/job/detail/business-analyst-job-in-pune-at-newtuple-technologies-private-limited1767584449,6.0,Pune
Associate - Sales Development,Recruit CRM,Work from home,"₹ 6,00,000 - 12,00,000",0,1,https://internshala.com/job/detail/fresher-remote-associate-sales-development-job-at-recruit-crm1767154875,6.0,Work from home
Digital Marketing Executive,Amity University,Hyderabad,"₹ 6,00,000 - 12,00,000",1,2,https://internshala.com/job/detail/digital-marketing-executive-job-in-hyderabad-at-amity-university1766560523,6.0,Hyderabad
Battery Modeling Scientist,ThinkClock Battery Labs Pvt. Ltd.,Bangalore,"₹ 6,00,000 - 12,00,000",0,2,https://internshala.com/job/detail/fresher-battery-modeling-scientist-job-in-bangalore-at-thinkclock-battery-labs-pvt-ltd1766207620,6.0,Bangalore
Machine Learning Associate,Numyard,Work from home,"₹ 6,00,000 - 12,00,000",1,3,https://internshala.com/job/detail/remote-machine-learning-associate-job-at-numyard1765438016,6.0,Work from home
Data Governance,ALIQAN Technologies,Chennai,"₹ 6,00,000 - 12,00,000",8,0,https://internshala.com/job/detail/data-governance-job-in-chennai-at-aliqan-technologies1767832211,6.0,Chennai
Sales Manager,Bharat Business Innovations Pvt Ltd,Navi Mumbai,"₹ 6,00,000 - 12,00,000",3,5,https://internshala.com/job/detail/sales-manager-job-in-navi-mumbai-at-bharat-business-innovations-pvt-ltd1767400211,6.0,Navi Mumbai
Business Development Executive,Oraiyan Groups,Bangalore,"₹ 6,00,000 - 11,00,000",0,1,https://internshala.com/job/detail/fresher-business-development-executive-job-in-bangalore-at-oraiyan-groups1766748194,6.0,Bangalore
Business Development Executive,Synfara Tech,Bangalore,"₹ 6,00,000 - 11,00,000",1,3,https://internshala.com/job/detail/business-development-executive-job-in-bangalore-at-synfara-tech1765265942,6.0,Bangalore
Certified Financial Planner,Lenn Chartered & Co,"Chennai,Delhi,Gandhinagar,Kolkata,Hyderabad,Mumbai,Bangalore,Marwar Junction,Gujarat","₹ 6,00,000 - 10,20,000",1,3,https://internshala.com/job/detail/certified-financial-planner-job-in-multiple-locations-at-lenn-chartered-co1765538486,6.0,Chennai
HR Talent Acquisition Manager,Social Booster Media,Pune,"₹ 6,00,000 - 10,00,000",1,1,https://internshala.com/job/detail/part-time-hr-talent-acquisition-manager-job-in-pune-at-social-booster-media1767693597,6.0,Pune
Business Development Executive,Web Brain InfoTech,Delhi,"₹ 6,00,000 - 10,00,000",1,3,https://internshala.com/job/detail/business-development-executive-job-in-delhi-at-web-brain-infotech1765258323,6.0,Delhi
Sales Manager Financial Services,Cautilya Capital,Bangalore,"₹ 6,00,000 - 10,00,000",1,3,https://internshala.com/job/detail/sales-manager-financial-services-job-in-bangalore-at-cautilya-capital1765960366,6.0,Bangalore
Customer Success Associate,BiteSpeed,Bangalore(Hybrid),"₹ 6,00,000 - 10,00,000",1,3,https://internshala.com/job/detail/customer-success-associate-job-in-bangalore-at-bitespeed1765515086,6.0,Bangalore(Hybrid)
Business Development Manager,Satyajan Energy Solutions Private Limited,Hyderabad,"₹ 6,00,000 - 10,00,000",1,3,https://internshala.com/job/detail/business-development-manager-job-in-hyderabad-at-satyajan-energy-solutions-private-limited1765451747,6.0,Hyderabad
Electronic Design Engineer- Lighting Systems,Unified GlobalTech (I) Pvt Ltd,Bangalore,"₹ 6,00,000 - 10,00,000",3,4,https://internshala.com/job/detail/electronic-design-engineer-lighting-systems-job-in-bangalore-at-unified-globaltech-i-pvt-ltd1767486611,6.0,Bangalore
Executive & Personal Assistant To The Founder,Social Booster Media,Pune,"₹ 6,00,000 - 9,00,000",1,3,https://internshala.com/job/detail/executive-personal-assistant-to-the-founder-job-in-pune-at-social-booster-media1765535794,6.0,Pune
PGT- Economics Faculty,Economics Classes,Delhi,"₹ 6,00,000 - 9,00,000",1,3,https://internshala.com/job/detail/pgt-economics-faculty-job-in-delhi-at-economics-classes1765429323,6.0,Delhi
PGT ACCOUNTS TEACHER,Economics Classes,Delhi,"₹ 6,00,000 - 9,00,000",1,3,https://internshala.com/job/detail/pgt-accounts-teacher-job-in-delhi-at-economics-classes1765430133,6.0,Delhi
Business Development Executive,Fuel It Online,Jaipur,"₹ 6,00,000 - 9,00,000",1,3,https://internshala.com/job/detail/business-development-executive-job-in-jaipur-at-fuel-it-online1765876879,6.0,Jaipur
Business Operations Executive,Nonex Solution Private Limited,Work from home,"₹ 6,00,000 - 9,00,000",0,2,https://internshala.com/job/detail/fresher-remote-business-operations-executive-job-at-nonex-solution-private-limited1766052670,6.0,Work from home
Lead Generation Associate,Portable Homes Enterprises,Work from home,"₹ 6,00,000 - 9,00,000",0,2,https://internshala.com/job/detail/fresher-remote-lead-generation-associate-job-at-portable-homes-enterprises1766048557,6.0,Work from home
Associate Java Developer,UGEBALL,Work from home,"₹ 6,00,000 - 9,00,000",1,3,https://internshala.com/job/detail/remote-associate-java-developer-job-at-ugeball1765866527,6.0,Work from home
Field Sales Associate,MastersHelp,Work from home,"₹ 6,00,000 - 9,00,000",0,3,https://internshala.com/job/detail/fresher-remote-field-sales-associate-job-at-mastershelp1765602541,6.0,Work from home
Mathematics Teacher,Economics Classes,Delhi,"₹ 6,00,000 - 9,00,000",1,3,https://internshala.com/job/detail/mathematics-teacher-job-in-delhi-at-economics-classes1765430193,6.0,Delhi
Commercial Real Estate (BDM),Cheran Group Of Companies,Coimbatore,"₹ 6,00,000 - 9,00,000",10,3,https://internshala.com/job/detail/commercial-real-estate-bdm-job-in-coimbatore-at-cheran-group-of-companies1763598702,6.0,Coimbatore
Account Manager (Digital Marketing),Skillmate,"Bangalore,Indira Nagar","₹ 6,00,000 - 8,50,000",1,7,https://internshala.com/job/detail/account-manager-digital-marketing-job-in-multiple-locations-at-skillmate1767184218,6.0,Bangalore
Accounts Head,Nurture International School Whitefield,Bangalore,"₹ 6,00,000 - 8,50,000",1,1,https://internshala.com/job/detail/accounts-head-job-in-bangalore-at-nurture-international-school-whitefield1766742186,6.0,Bangalore
CPA/CPI Affiliate Delivery Manager (Global Mobile Campaigns),The AdzPlug,Noida,"₹ 6,00,000 - 8,40,000",1,0,https://internshala.com/job/detail/cpa-cpi-affiliate-delivery-manager-global-mobile-campaigns-job-in-noida-at-the-adzplug1767787732,6.0,Noida
Sales Executive,Zell Education,Mumbai,"₹ 6,00,000 - 8,00,000",0,3,https://internshala.com/job/detail/fresher-sales-executive-job-in-mumbai-at-zell-education1765355316,6.0,Mumbai
Mechanical Systems Engineer (HVAC Design),Cosy Farms,Mumbai(Hybrid),"₹ 6,00,000 - 8,00,000",1,1,https://internshala.com/job/detail/mechanical-systems-engineer-hvac-design-job-in-mumbai-at-cosy-farms1767677933,6.0,Mumbai(Hybrid)
Junior Graphic Designer,Commtel Networks Limited,"Navi Mumbai,Mumbai","₹ 6,00,000 - 8,00,000",1,3,https://internshala.com/job/detail/junior-graphic-designer-job-in-multiple-locations-at-commtel-networks-limited1765963950,6.0,Navi Mumbai
Video & Social Media Lead,IIDE Education Private Limited,Mumbai,"₹ 6,00,000 - 8,00,000",1,3,https://internshala.com/job/detail/video-social-media-lead-job-in-mumbai-at-iide-education-private-limited1765266700,6.0,Mumbai
Content & Social Media Lead,IIDE Education Private Limited,Mumbai,"₹ 6,00,000 - 8,00,000",1,3,https://internshala.com/job/detail/content-social-media-lead-job-in-mumbai-at-iide-education-private-limited1765276897,6.0,Mumbai
Client Service Executive,Agram Konnect,"Thane,Mumbai(Hybrid)","₹ 6,00,000 - 8,00,000",1,3,https://internshala.com/job/detail/client-service-executive-job-in-multiple-locations-at-agram-konnect1765801940,6.0,Thane
Inside Sales Associate,JIRAIYA EDUCATION LLP,"Coimbatore,Bangalore","₹ 6,00,000 - 8,00,000",1,1,https://internshala.com/job/detail/inside-sales-associate-job-in-multiple-locations-at-jiraiya-education-llp1767074949,6.0,Coimbatore
3D Graphic Designer,Storm Communications Private Limited,Delhi,"₹ 6,00,000 - 8,00,000",1,5,https://internshala.com/job/detail/3d-graphic-designer-job-in-delhi-at-storm-communications-private-limited1767338176,6.0,Delhi
Senior Video Editor,AD - Ventures,Mumbai,"₹ 6,00,000 - 8,00,000",1,3,https://internshala.com/job/detail/senior-video-editor-job-in-mumbai-at-ad-ventures1765870952,6.0,Mumbai
Inside Sales Associate,JIRAIYA EDUCATION LLP,"Chandigarh,Chennai,Dehradun,Gurgaon,Kolkata,Hyderabad,Bangalore","₹ 6,00,000 - 8,00,000",0,3,https://internshala.com/job/detail/fresher-inside-sales-associate-job-in-multiple-locations-at-jiraiya-education-llp1767588709,6.0,Chandigarh
Sales Associate,JIRAIYA EDUCATION LLP,Bangaluru,"₹ 6,00,000 - 8,00,000",0,3,https://internshala.com/job/detail/fresher-sales-associate-job-in-bangaluru-at-jiraiya-education-llp1767509460,6.0,Bangaluru
Sponsorship & Public Relations Executive,CollEdge Connect,Delhi(Hybrid),"₹ 6,00,000 - 8,00,000",0,1,https://internshala.com/job/detail/fresher-sponsorship-public-relations-executive-job-in-delhi-at-colledge-connect1767157438,6.0,Delhi(Hybrid)
Business Development Associate,JIRAIYA EDUCATION LLP,"Chennai,Pune,Bangalore,Koramangala,Karnataka","₹ 6,00,000 - 8,00,000",0,1,https://internshala.com/job/detail/fresher-business-development-associate-job-in-multiple-locations-at-jiraiya-education-llp1766832564,6.0,Chennai
Business Development Associate,JIRAIYA EDUCATION LLP,"Noida,Karnataka","₹ 6,00,000 - 8,00,000",0,1,https://internshala.com/job/detail/fresher-business-development-associate-job-in-multiple-locations-at-jiraiya-education-llp1766831840,6.0,Noida
Business Development Associate,JIRAIYA EDUCATION LLP,"Chennai,Bangalore,Shiroor,Koramangala,Tamilnoor,Karnataka,Karnatakakodi","₹ 6,00,000 - 8,00,000",0,1,https://internshala.com/job/detail/fresher-business-development-associate-job-in-multiple-locations-at-jiraiya-education-llp1766735171,6.0,Chennai
Business Development Associate,JIRAIYA EDUCATION LLP,"Chennai,Bangalore,Kerala Estate,Tamil Nadu,Karnataka","₹ 6,00,000 - 8,00,000",0,1,https://internshala.com/job/detail/fresher-business-development-associate-job-in-multiple-locations-at-jiraiya-education-llp1766735126,6.0,Chennai
Business Development Associate,JIRAIYA EDUCATION LLP,"Mohali,Bangalore,Shiroor,Punjab","₹ 6,00,000 - 8,00,000",0,2,https://internshala.com/job/detail/fresher-business-development-associate-job-in-multiple-locations-at-jiraiya-education-llp1766571475,6.0,Mohali
Business Development Associate,JIRAIYA EDUCATION LLP,"Delhi,Kolkata,Pune,Udaipur,Visakhapatnam,Thane,Jaipur,Raipur","₹ 6,00,000 - 8,00,000",0,2,https://internshala.com/job/detail/fresher-business-development-associate-job-in-multiple-locations-at-jiraiya-education-llp1766467996,6.0,Delhi
Business Development Executive,JIRAIYA EDUCATION LLP,"Kolkata,Karnataka","₹ 6,00,000 - 8,00,000",0,2,https://internshala.com/job/detail/fresher-business-development-executive-job-in-multiple-locations-at-jiraiya-education-llp1766386508,6.0,Kolkata
Research & Analysis Executive,Nonex Solution Private Limited,Work from home,"₹ 6,00,000 - 8,00,000",0,2,https://internshala.com/job/detail/fresher-remote-research-analysis-executive-job-at-nonex-solution-private-limited1766052959,6.0,Work from home
Sales And Marketing,Future Labs Technology,Noida,"₹ 6,00,000 - 8,00,000",0,3,https://internshala.com/job/detail/fresher-part-time-sales-and-marketing-job-in-noida-at-future-labs-technology1765965234,6.0,Noida
Software Developer,Nioclass,Work from home,"₹ 6,00,000 - 8,00,000",0,3,https://internshala.com/job/detail/fresher-remote-software-developer-job-at-nioclass1765538682,6.0,Work from home
Accounts Receivables Specialist (Collections),BiteSpeed,Bangalore,"₹ 6,00,000 - 8,00,000",0,3,https://internshala.com/job/detail/fresher-accounts-receivables-specialist-collections-job-in-bangalore-at-bitespeed1765433129,6.0,Bangalore
Call Center Manager,JOGO Health Pvt Ltd,"Chennai,Maharashtra,Bangalore,Nanakramguda","₹ 6,00,000 - 8,00,000",7,2,https://internshala.com/job/detail/call-center-manager-job-in-multiple-locations-at-jogo-health-pvt-ltd1767659410,6.0,Chennai
Store Manager,Reliance Retail,Jhajjar,"₹ 6,00,000 - 8,00,000",6,1,https://internshala.com/job/detail/store-manager-job-in-jhajjar-at-reliance-retail1767141045,6.0,Jhajjar
Business Development Associate,SkilloVilla Technologies Private Limited,Bangalore,"₹ 6,00,000 - 7,60,000",0,2,https://internshala.com/job/detail/fresher-business-development-associate-job-in-bangalore-at-skillovilla-technologies-private-limited1766252625,6.0,Bangalore
Area Manager- Development & Operations,Rosemount International Preschool,Work from home,"₹ 6,00,000 - 7,50,000",1,3,https://internshala.com/job/detail/remote-area-manager-development-operations-job-at-rosemount-international-preschool1765883245,6.0,Work from home
Area Manager- Development & Operations,Rosemount International Preschool,Work from home,"₹ 6,00,000 - 7,50,000",1,3,https://internshala.com/job/detail/remote-area-manager-development-operations-job-at-rosemount-international-preschool1765882562,6.0,Work from home
Graphic Designer,MHLondon,Noida,"₹ 6,00,000 - 7,20,000",1,2,https://internshala.com/job/detail/graphic-designer-job-in-noida-at-mhlondon1767616130,6.0,Noida
Sales Development Representative,RegisterKaro,Gurgaon,"₹ 6,00,000 - 7,20,000",0,1,https://internshala.com/job/detail/fresher-sales-development-representative-job-in-gurgaon-at-registerkaro1767157814,6.0,Gurgaon
Corporate Sales Associate,RegisterKaro,Gurgaon,"₹ 6,00,000 - 7,20,000",0,1,https://internshala.com/job/detail/fresher-corporate-sales-associate-job-in-gurgaon-at-registerkaro1766983798,6.0,Gurgaon
BPO Manager  Delhi,Aces Global Consulting Pvt Ltd,Delhi,"₹ 6,00,000 - 7,20,000",5,7,https://internshala.com/job/detail/bpo-manager-delhi-job-in-delhi-at-aces-global-consulting-pvt-ltd1767227410,6.0,Delhi
Order To Cash (O2C) Executive,Aces Global Consulting Pvt Ltd,Faridabad,"₹ 6,00,000 - 7,20,000",5,1,https://internshala.com/job/detail/order-to-cash-o2c-executive-job-in-faridabad-at-aces-global-consulting-pvt-ltd1766709012,6.0,Faridabad
Virtual Assistant - Work From Home (Non Voice) No Experience,Cyberbacker Inc.,Work from home,"₹ 6,00,000 - 7,20,000",0,3,https://internshala.com/job/detail/fresher-remote-virtual-assistant-work-from-home-non-voice-no-experience-job-at-cyberbacker-inc1763598846,6.0,Work from home
Associate Mechanical Engineer,Dreamspan,Bangalore,"₹ 6,00,000 - 7,00,000",0,2,https://internshala.com/job/detail/fresher-associate-mechanical-engineer-job-in-bangalore-at-dreamspan1766383659,6.0,Bangalore
Human Resources (HR) Executive,VEDANTIX SOFTWARES,Bangalore,"₹ 6,00,000 - 7,00,000",0,4,https://internshala.com/job/detail/fresher-human-resources-hr-executive-job-in-bangalore-at-vedantix-softwares1767421278,6.0,Bangalore
Brand Manager,CollEdge Connect,Delhi(Hybrid),"₹ 6,00,000 - 7,00,000",0,1,https://internshala.com/job/detail/fresher-brand-manager-job-in-delhi-at-colledge-connect1767110310,6.0,Delhi(Hybrid)
Associate Software Developer,LiveIntuitions Technologies,Bangalore,"₹ 6,00,000 - 7,00,000",0,3,https://internshala.com/job/detail/fresher-associate-software-developer-job-in-bangalore-at-liveintuitions-technologies1765454898,6.0,Bangalore
Relationship Manager - Wealth Management (Sales),JR Laddha Financial Services Pvt. Ltd.,Kolkata,"₹ 6,00,000 - 7,00,000",2,7,https://internshala.com/job/detail/relationship-manager-wealth-management-sales-job-in-kolkata-at-jr-laddha-financial-services-pvt-ltd1767227415,6.0,Kolkata
Junior Mechanical Engineer,Laurel,Mumbai,"₹ 6,00,000 - 6,60,000",1,2,https://internshala.com/job/detail/junior-mechanical-engineer-job-in-mumbai-at-laurel1766253275,6.0,Mumbai
Content Writer,Leadgenerator,Bangalore,"₹ 6,00,000",0,0,https://internshala.com/job/detail/fresher-content-writer-job-in-bangalore-at-leadgenerator1767767175,6.0,Bangalore
GTM Engineer,Leadgenerator,Bangalore,"₹ 6,00,000",0,2,https://internshala.com/job/detail/fresher-gtm-engineer-job-in-bangalore-at-leadgenerator1767676517,6.0,Bangalore
Software Developer,Digital Heroes,Lucknow(Hybrid),"₹ 6,00,000",1,7,https://internshala.com/job/detail/software-developer-job-in-lucknow-at-digital-heroes1767180660,6.0,Lucknow(Hybrid)
Business Development Associate,Coding Junior,"Bhubaneswar,Kaithal","₹ 6,00,000",0,1,https://internshala.com/job/detail/fresher-business-development-associate-job-in-multiple-locations-at-coding-junior1766735891,6.0,Bhubaneswar
Corporate Sales Executive,PrimePathway,Work from home,"₹ 6,00,000",1,2,https://internshala.com/job/detail/remote-corporate-sales-executive-job-at-primepathway1766401260,6.0,Work from home
AI Research Engineer,Webdart Technologies LLP,Work from home,"₹ 6,00,000",0,3,https://internshala.com/job/detail/fresher-remote-ai-research-engineer-job-at-webdart-technologies-llp1765956714,6.0,Work from home
Junior Software Developer,Tarent,Delhi(Hybrid),"₹ 6,00,000",1,3,https://internshala.com/job/detail/junior-software-developer-job-in-delhi-at-tarent1765855866,6.0,Delhi(Hybrid)
Corporate Sales Executive,NSJ Logistic And Securities Private Limited,Gurgaon,"₹ 6,00,000",0,3,https://internshala.com/job/detail/fresher-corporate-sales-executive-job-in-gurgaon-at-nsj-logistic-and-securities-private-limited1765350613,6.0,Gurgaon
Artificial Intelligence (AI) Specialist,Peklenc,Noida(Hybrid),"₹ 5,80,000 - 8,40,000",1,0,https://internshala.com/job/detail/artificial-intelligence-ai-specialist-job-in-noida-at-peklenc1767766772,5.0,Noida(Hybrid)
Business Development Executive,Obitel Prime Realtors LLP,Pune,"₹ 5,74,000 - 6,84,000",1,3,https://internshala.com/job/detail/business-development-executive-job-in-pune-at-obitel-prime-realtors-llp1765959622,5.0,Pune
Sales Manager,Design Cube,Hyderabad,"₹ 5,72,000 - 9,50,000",1,2,https://internshala.com/job/detail/sales-manager-job-in-hyderabad-at-design-cube1766574102,5.0,Hyderabad
Business Development Associate,NestAway Technologies Private Limited,Bangalore,"₹ 5,70,000 - 6,50,000",1,1,https://internshala.com/job/detail/business-development-associate-job-in-bangalore-at-nestaway-technologies-private-limited1767082144,5.0,Bangalore
Digital Marketing Specialist,KTM Realty,"Chennai,Anna Nagar,Tamil Nadu","₹ 5,64,000 - 8,00,000",1,3,https://internshala.com/job/detail/digital-marketing-specialist-job-in-multiple-locations-at-ktm-realty1765777201,5.0,Chennai
Sales Executive,SAR STUDIO PVT. LTD.,"Pune,Mumbai","₹ 5,60,000 - 15,60,000",1,2,https://internshala.com/job/detail/sales-executive-job-in-multiple-locations-at-sar-studio-pvt-ltd1766045023,5.0,Pune
Corporate Sales Specialist,Noiton Learnint,Pune,"₹ 5,50,000 - 14,00,000",0,3,https://internshala.com/job/detail/fresher-corporate-sales-specialist-job-in-pune-at-noiton-learnint1765543067,5.0,Pune
Business Development Manager (Real Estate),Smart Investors,"Gurgaon,Panaji","₹ 5,50,000 - 11,00,000",1,6,https://internshala.com/job/detail/business-development-manager-real-estate-job-in-multiple-locations-at-smart-investors1767330956,5.0,Gurgaon
Sales Executive,ELead Solution,Noida,"₹ 5,50,000 - 10,00,000",0,0,https://internshala.com/job/detail/fresher-sales-executive-job-in-noida-at-elead-solution1767789207,5.0,Noida
WhatsApp & Field Marketing Executive (Digital Automation + On Ground Activation),Vitaleon Food Pvt Ltd,Pune,"₹ 5,50,000 - 9,00,000",1,2,https://internshala.com/job/detail/whatsapp-field-marketing-executive-digital-automation-on-ground-activation-job-in-pune-at-vitaleon-food-pvt-ltd1766558134,5.0,Pune
Lead Research Executive,Nonex Solution Private Limited,Work from home,"₹ 5,50,000 - 8,50,000",0,2,https://internshala.com/job/detail/fresher-remote-lead-research-executive-job-at-nonex-solution-private-limited1766130057,5.0,Work from home
Growth & Business Development Strategist,SalesEdge,"Delhi,Ghaziabad,Gurgaon,Lucknow,Noida(Hybrid)","₹ 5,50,000 - 8,50,000",0,3,https://internshala.com/job/detail/fresher-growth-business-development-strategist-job-in-multiple-locations-at-salesedge1765954490,5.0,Delhi
BMT - Nurse,Sir H.N. Reliance Foundation Hospital & Research Centre,Mumbai,"₹ 5,50,000 - 8,50,000",1,0,https://internshala.com/job/detail/bmt-nurse-job-in-mumbai-at-sir-hn-reliance-foundation-hospital-research-centre1767832220,5.0,Mumbai
Web Developer,HEXA SOLUTIONS,Work from home,"₹ 5,50,000 - 7,00,000",0,0,https://internshala.com/job/detail/fresher-remote-web-developer-job-at-hexa-solutions1767847765,5.0,Work from home
Business Development Executive,Tradepass,Bangalore,"₹ 5,50,000 - 7,00,000",0,2,https://internshala.com/job/detail/fresher-business-development-executive-job-in-bangalore-at-tradepass1767593003,5.0,Bangalore
Web Developer,NOVA Technology,Work from home,"₹ 5,50,000 - 7,00,000",0,0,https://internshala.com/job/detail/fresher-remote-web-developer-job-at-nova-technology1767770642,5.0,Work from home
Full Stack Developer,HEXA SOLUTIONS,Work from home,"₹ 5,50,000 - 7,00,000",0,1,https://internshala.com/job/detail/fresher-remote-full-stack-developer-job-at-hexa-solutions1767763661,5.0,Work from home
Full Stack Developer,NOVA Technology,Work from home,"₹ 5,50,000 - 7,00,000",0,1,https://internshala.com/job/detail/fresher-remote-full-stack-developer-job-at-nova-technology1767683637,5.0,Work from home
Associate Software Developer,Cloudify,Work from home,"₹ 5,50,000 - 7,00,000",1,3,https://internshala.com/job/detail/remote-associate-software-developer-job-at-cloudify1764657391,5.0,Work from home
Business Development Sales-(Female),Puppiezo Private Limited,Gurgaon,"₹ 5,50,000 - 6,70,000",1,1,https://internshala.com/job/detail/business-development-sales-job-in-gurgaon-at-puppiezo-private-limited1767089713,5.0,Gurgaon
Business Development Associate,Kapable.club,Delhi,"₹ 5,50,000 - 6,50,000",1,1,https://internshala.com/job/detail/business-development-associate-job-in-delhi-at-kapableclub1766927865,5.0,Delhi
Associate Fashion Designer,Saint Peters Clothing Company,Mumbai,"₹ 5,50,000 - 6,50,000",1,3,https://internshala.com/job/detail/associate-fashion-designer-job-in-mumbai-at-saint-peters-clothing-company1765274562,5.0,Mumbai
Human Resources (HR) Specialist,VEDANTIX SOFTWARES,Bangalore,"₹ 5,50,000 - 6,50,000",0,3,https://internshala.com/job/detail/fresher-human-resources-hr-specialist-job-in-bangalore-at-vedantix-softwares1765526654,5.0,Bangalore
Digital Marketing Executive,VEDANTIX SOFTWARES,Pune,"₹ 5,50,000 - 6,00,000",0,1,https://internshala.com/job/detail/fresher-digital-marketing-executive-job-in-pune-at-vedantix-softwares1766816886,5.0,Pune
Data Entry Executive,VEDANTIX SOFTWARES,Pune,"₹ 5,50,000 - 6,00,000",0,1,https://internshala.com/job/detail/fresher-data-entry-executive-job-in-pune-at-vedantix-softwares1766815312,5.0,Pune
Data Analytics Specialist,VEDANTIX SOFTWARES,Pune,"₹ 5,50,000 - 6,00,000",0,2,https://internshala.com/job/detail/fresher-data-analytics-specialist-job-in-pune-at-vedantix-softwares1766216230,5.0,Pune
Product Manager (Contract Basis - 2 Months),RocSearch,"Ghaziabad,Gurgaon,Delhi,Noida(Hybrid)","₹ 5,50,000 - 6,00,000",1,2,https://internshala.com/job/detail/part-time-product-manager-contract-basis-2-months-job-in-multiple-locations-at-rocsearch1766052961,5.0,Ghaziabad
Inside Sales Specialist,JIRAIYA EDUCATION LLP,"Panjim,Bangalore","₹ 5,50,000",0,2,https://internshala.com/job/detail/fresher-inside-sales-specialist-job-in-multiple-locations-at-jiraiya-education-llp1767592045,5.0,Panjim
Brand Partnership - B2B,Tring,"Thane,Navi Mumbai,Mumbai,Panvel","₹ 5,40,000 - 10,00,000",1,0,https://internshala.com/job/detail/brand-partnership-b2b-job-in-multiple-locations-at-tring1767778851,5.0,Thane
Business Development Executive,Print King,Ahmedabad,"₹ 5,40,000 - 9,00,000",1,3,https://internshala.com/job/detail/business-development-executive-job-in-ahmedabad-at-print-king1765875922,5.0,Ahmedabad
Sales Executive,"PAN WEST IMMIGRATION SERVICES (Mississauga, Canada)",Work from home,"₹ 5,40,000 - 8,00,000",0,2,https://internshala.com/job/detail/fresher-remote-sales-executive-job-at-pan-west-immigration-services1767674081,5.0,Work from home
Inside Sales Executive,RegisterKaro,Gurgaon,"₹ 5,40,000 - 6,00,000",0,2,https://internshala.com/job/detail/fresher-inside-sales-executive-job-in-gurgaon-at-registerkaro1767594931,5.0,Gurgaon
Senior Accountant,Nanki Fashions,Delhi,"₹ 5,40,000 - 6,00,000",1,2,https://internshala.com/job/detail/senior-accountant-job-in-delhi-at-nanki-fashions1766579966,5.0,Delhi
"Digital Marketing Trainer ( Teacher Position , MALES  )",Grow Digital Institute,Mumbai,"₹ 5,40,000 - 6,00,000",1,2,https://internshala.com/job/detail/digital-marketing-trainer-job-in-mumbai-at-grow-digital-institute1766128141,5.0,Mumbai
Facility Manager,Workzon Business Centre,"Delhi,Gurgaon","₹ 5,40,000 - 6,00,000",1,3,https://internshala.com/job/detail/facility-manager-job-in-multiple-locations-at-workzon-business-centre1764590199,5.0,Delhi
Senior Video Editor,Raw Canvas,Delhi(Hybrid),"₹ 5,30,000 - 8,00,000",1,3,https://internshala.com/job/detail/senior-video-editor-job-in-delhi-at-raw-canvas1765876645,5.0,Delhi(Hybrid)
Senior Software Developer,FIA Technology Services Private Limited,"Delhi,Gurgaon","₹ 5,30,000 - 6,50,000",1,2,https://internshala.com/job/detail/senior-software-developer-job-in-multiple-locations-at-fia-technology-services-private-limited1766141831,5.0,Delhi
Business Development Manager,Maania Digital,Work from home,"₹ 5,30,000 - 6,40,000",1,3,https://internshala.com/job/detail/remote-business-development-manager-job-at-maania-digital1765952708,5.0,Work from home
Business Development Executive,Caudate Technologies Private Limited,Thane(Hybrid),"₹ 5,25,000 - 7,50,000",1,3,https://internshala.com/job/detail/business-development-executive-job-in-thane-at-caudate-technologies-private-limited1765546831,5.0,Thane(Hybrid)
